scenario_id,wall,roof,floor,glazing,airtightness,ventilation,shading,hp_type,hp_capacity_kw,flow_temperature_c,emitter,heat_loss_w_k,annual_heating_demand_kwh,peak_heat_load_kw,seasonal_cop,heat_pump_electricity_kwh,backup_heat_kwh,operational_emissions_kgco2,baseline_oil_emissions_kgco2,emissions_reduction_pct,retrofit_cost_eur,overheating_hours,sequential_penalty_proxy
S17329,moderate,baseline,baseline,triple,baseline,natural,external,air_to_water,6.0,35.0,low_temp_emitters,189.03,16387.6,4.35,4.24,3862.9,0.0,1143.4,5136.1,77.7,39200.0,41.2,0.0
S17425,moderate,baseline,baseline,triple,baseline,mev,external,air_to_water,6.0,35.0,low_temp_emitters,189.03,16387.6,4.35,4.24,3862.9,0.0,1143.4,5136.1,77.7,41700.0,31.2,0.0
S07273,baseline,moderate,baseline,triple,improved,natural,external,ground_source,6.0,35.0,low_temp_emitters,212.95,18461.7,4.9,4.77,3869.4,0.0,1145.3,5786.2,80.2,43700.0,60.2,0.0
S07153,baseline,moderate,baseline,triple,baseline,mvhr,external,air_to_water,6.0,35.0,low_temp_emitters,190.26,16494.8,4.38,4.24,3888.2,0.0,1150.9,5169.7,77.7,40700.0,36.2,0.0
S03817,baseline,baseline,improved,double_low_e,improved,natural,external,ground_source,6.0,35.0,low_temp_emitters,214.95,18635.1,4.94,4.77,3905.7,0.0,1156.1,5840.5,80.2,43200.0,68.8,0.0
S16129,moderate,baseline,baseline,baseline,deep,natural,none,air_to_water,6.0,35.0,low_temp_emitters,192.03,16647.6,4.42,4.24,3924.2,0.0,1161.6,5217.6,77.7,30500.0,130.8,0.6
S16177,moderate,baseline,baseline,baseline,deep,natural,external,air_to_water,6.0,35.0,low_temp_emitters,192.03,16647.6,4.42,4.24,3924.2,0.0,1161.6,5217.6,77.7,32700.0,95.8,0.6
S16273,moderate,baseline,baseline,baseline,deep,mev,external,air_to_water,6.0,35.0,low_temp_emitters,192.03,16647.6,4.42,4.24,3924.2,0.0,1161.6,5217.6,77.7,35200.0,85.8,0.6
S02377,baseline,baseline,baseline,triple,deep,natural,external,ground_source,6.0,35.0,low_temp_emitters,216.53,18771.7,4.98,4.77,3934.4,0.0,1164.6,5883.3,80.2,43200.0,56.5,0.0
S01081,baseline,baseline,baseline,double_low_e,baseline,mvhr,none,ground_source,6.0,35.0,low_temp_emitters,217.01,18813.9,4.99,4.77,3943.2,0.0,1167.2,5896.6,80.2,41000.0,61.8,0.0
S01129,baseline,baseline,baseline,double_low_e,baseline,mvhr,external,ground_source,6.0,35.0,low_temp_emitters,217.01,18813.9,4.99,4.77,3943.2,0.0,1167.2,5896.6,80.2,43200.0,26.8,0.0
S02809,baseline,baseline,improved,baseline,baseline,mvhr,none,ground_source,6.0,35.0,low_temp_emitters,217.46,18853.0,5.0,4.77,3951.4,0.0,1169.6,5908.8,80.2,39000.0,92.5,0.6
S02857,baseline,baseline,improved,baseline,baseline,mvhr,external,ground_source,6.0,35.0,low_temp_emitters,217.46,18853.0,5.0,4.77,3951.4,0.0,1169.6,5908.8,80.2,41200.0,57.5,0.0
S05689,baseline,moderate,baseline,baseline,improved,mvhr,none,ground_source,6.0,35.0,low_temp_emitters,220.08,19079.4,5.06,4.77,3998.9,0.0,1183.7,5979.8,80.2,38500.0,111.5,0.6
S05737,baseline,moderate,baseline,baseline,improved,mvhr,external,ground_source,6.0,35.0,low_temp_emitters,220.08,19079.4,5.06,4.77,3998.9,0.0,1183.7,5979.8,80.2,40700.0,76.5,0.0
S10585,baseline,deep,baseline,baseline,baseline,mvhr,none,ground_source,6.0,35.0,low_temp_emitters,223.51,19377.5,5.14,4.77,4061.3,0.0,1202.2,6073.2,80.2,38000.0,110.5,0.6
S10633,baseline,deep,baseline,baseline,baseline,mvhr,external,ground_source,6.0,35.0,low_temp_emitters,223.51,19377.5,5.14,4.77,4061.3,0.0,1202.2,6073.2,80.2,40200.0,75.5,0.0
S06361,baseline,moderate,baseline,double_low_e,improved,natural,none,ground_source,6.0,35.0,low_temp_emitters,223.75,19398.1,5.15,4.77,4065.6,0.0,1203.4,6079.6,80.2,38000.0,103.8,0.6
S06409,baseline,moderate,baseline,double_low_e,improved,natural,external,ground_source,6.0,35.0,low_temp_emitters,223.75,19398.1,5.15,4.77,4065.6,0.0,1203.4,6079.6,80.2,40200.0,68.8,0.0
S08089,baseline,moderate,improved,baseline,improved,natural,none,ground_source,6.0,35.0,low_temp_emitters,224.2,19437.1,5.16,4.77,4073.8,0.0,1205.8,6091.9,80.2,36000.0,134.5,0.6
S08137,baseline,moderate,improved,baseline,improved,natural,external,ground_source,6.0,35.0,low_temp_emitters,224.2,19437.1,5.16,4.77,4073.8,0.0,1205.8,6091.9,80.2,38200.0,99.5,0.6
S16417,moderate,baseline,baseline,double_low_e,baseline,natural,none,air_to_water,6.0,35.0,low_temp_emitters,199.82,17323.9,4.6,4.24,4083.6,0.0,1208.8,5429.6,77.7,33500.0,84.8,0.6
S16465,moderate,baseline,baseline,double_low_e,baseline,natural,external,air_to_water,6.0,35.0,low_temp_emitters,199.82,17323.9,4.6,4.24,4083.6,0.0,1208.8,5429.6,77.7,35700.0,49.8,0.0
S16561,moderate,baseline,baseline,double_low_e,baseline,mev,external,air_to_water,6.0,35.0,low_temp_emitters,199.82,17323.9,4.6,4.24,4083.6,0.0,1208.8,5429.6,77.7,38200.0,39.8,0.0
S15577,moderate,baseline,baseline,baseline,baseline,natural,none,ground_source,6.0,35.0,low_temp_emitters,225.03,19508.6,5.18,4.77,4088.8,0.0,1210.3,6114.3,80.2,34500.0,97.5,0.6
S15625,moderate,baseline,baseline,baseline,baseline,natural,external,ground_source,6.0,35.0,low_temp_emitters,225.03,19508.6,5.18,4.77,4088.8,0.0,1210.3,6114.3,80.2,36700.0,62.5,0.0
S15721,moderate,baseline,baseline,baseline,baseline,mev,external,ground_source,6.0,35.0,low_temp_emitters,225.03,19508.6,5.18,4.77,4088.8,0.0,1210.3,6114.3,80.2,39200.0,52.5,0.0
S18145,moderate,baseline,improved,baseline,baseline,natural,none,air_to_water,6.0,35.0,low_temp_emitters,200.28,17362.9,4.61,4.24,4092.8,0.0,1211.5,5441.8,77.7,31500.0,115.5,0.6
S18193,moderate,baseline,improved,baseline,baseline,natural,external,air_to_water,6.0,35.0,low_temp_emitters,200.28,17362.9,4.61,4.24,4092.8,0.0,1211.5,5441.8,77.7,33700.0,80.5,0.6
S06241,baseline,moderate,baseline,double_low_e,baseline,mvhr,none,air_to_water,6.0,35.0,low_temp_emitters,201.06,17431.2,4.62,4.24,4108.9,0.0,1216.2,5463.2,77.7,35000.0,79.8,0.0
S06289,baseline,moderate,baseline,double_low_e,baseline,mvhr,external,air_to_water,6.0,35.0,low_temp_emitters,201.06,17431.2,4.62,4.24,4108.9,0.0,1216.2,5463.2,77.7,37200.0,44.8,0.0
S05401,baseline,moderate,baseline,baseline,baseline,mvhr,none,ground_source,6.0,35.0,low_temp_emitters,226.26,19615.9,5.2,4.77,4111.3,0.0,1216.9,6147.9,80.2,36000.0,92.5,0.6
S05449,baseline,moderate,baseline,baseline,baseline,mvhr,external,ground_source,6.0,35.0,low_temp_emitters,226.26,19615.9,5.2,4.77,4111.3,0.0,1216.9,6147.9,80.2,38200.0,57.5,0.0
S08017,baseline,moderate,improved,baseline,baseline,mvhr,external,air_to_water,6.0,35.0,low_temp_emitters,201.51,17470.2,4.63,4.24,4118.1,0.0,1219.0,5475.4,77.7,35200.0,75.5,0.0
S02089,baseline,baseline,baseline,triple,improved,natural,external,ground_source,6.0,35.0,low_temp_emitters,228.9,19844.5,5.26,4.77,4159.2,0.0,1231.1,6219.6,80.2,41200.0,42.2,0.0
S15841,moderate,baseline,baseline,baseline,improved,natural,none,air_to_water,6.0,35.0,low_temp_emitters,204.4,17720.5,4.7,4.24,4177.1,0.0,1236.4,5553.9,77.7,28500.0,116.5,0.6
S15889,moderate,baseline,baseline,baseline,improved,natural,external,air_to_water,6.0,35.0,low_temp_emitters,204.4,17720.5,4.7,4.24,4177.1,0.0,1236.4,5553.9,77.7,30700.0,81.5,0.6
S15985,moderate,baseline,baseline,baseline,improved,mev,external,air_to_water,6.0,35.0,low_temp_emitters,204.4,17720.5,4.7,4.24,4177.1,0.0,1236.4,5553.9,77.7,33200.0,71.5,0.0
S01969,baseline,baseline,baseline,triple,baseline,mvhr,external,air_to_water,6.0,35.0,low_temp_emitters,206.21,17877.6,4.74,4.24,4214.2,0.0,1247.4,5603.1,77.7,38200.0,18.2,0.0
S06985,baseline,moderate,baseline,triple,baseline,natural,external,ground_source,6.0,35.0,low_temp_emitters,233.58,20249.8,5.37,4.77,4244.2,0.0,1256.3,6346.6,80.2,41200.0,41.2,0.0
S20737,moderate,moderate,baseline,baseline,baseline,natural,none,air_to_water,6.0,35.0,low_temp_emitters,209.07,18125.8,4.81,4.24,4272.7,0.0,1264.7,5680.9,77.7,28500.0,115.5,0.6
S20785,moderate,moderate,baseline,baseline,baseline,natural,external,air_to_water,6.0,35.0,low_temp_emitters,209.07,18125.8,4.81,4.24,4272.7,0.0,1264.7,5680.9,77.7,30700.0,80.5,0.6
S20881,moderate,moderate,baseline,baseline,baseline,mev,external,air_to_water,6.0,35.0,low_temp_emitters,209.07,18125.8,4.81,4.24,4272.7,0.0,1264.7,5680.9,77.7,33200.0,70.5,0.0
S03529,baseline,baseline,improved,double_low_e,baseline,natural,external,ground_source,6.0,35.0,low_temp_emitters,235.57,20423.2,5.42,4.77,4280.5,0.0,1267.0,6400.9,80.2,40700.0,49.8,0.0
S05785,baseline,moderate,baseline,baseline,deep,natural,none,ground_source,6.0,35.0,low_temp_emitters,236.58,20509.9,5.44,4.77,4298.7,0.0,1272.4,6428.1,80.2,32500.0,130.8,0.6
S05833,baseline,moderate,baseline,baseline,deep,natural,external,ground_source,6.0,35.0,low_temp_emitters,236.58,20509.9,5.44,4.77,4298.7,0.0,1272.4,6428.1,80.2,34700.0,95.8,0.6
S07249,baseline,moderate,baseline,triple,improved,natural,external,air_to_water,6.0,35.0,low_temp_emitters,212.95,18461.7,4.9,4.24,4351.8,0.0,1288.1,5786.2,77.7,35200.0,60.2,0.0
S01177,baseline,baseline,baseline,double_low_e,improved,natural,none,ground_source,6.0,35.0,low_temp_emitters,239.7,20780.8,5.51,4.77,4355.5,0.0,1289.2,6513.0,80.2,35500.0,85.8,0.6
S01225,baseline,baseline,baseline,double_low_e,improved,natural,external,ground_source,6.0,35.0,low_temp_emitters,239.7,20780.8,5.51,4.77,4355.5,0.0,1289.2,6513.0,80.2,37700.0,50.8,0.0
S01321,baseline,baseline,baseline,double_low_e,improved,mev,external,ground_source,6.0,35.0,low_temp_emitters,239.7,20780.8,5.51,4.77,4355.5,0.0,1289.2,6513.0,80.2,40200.0,40.8,0.0
S02905,baseline,baseline,improved,baseline,improved,natural,none,ground_source,6.0,35.0,low_temp_emitters,240.15,20819.9,5.52,4.77,4363.6,0.0,1291.6,6525.2,80.2,33500.0,116.5,0.6
S02953,baseline,baseline,improved,baseline,improved,natural,external,ground_source,6.0,35.0,low_temp_emitters,240.15,20819.9,5.52,4.77,4363.6,0.0,1291.6,6525.2,80.2,35700.0,81.5,0.6
S03793,baseline,baseline,improved,double_low_e,improved,natural,external,air_to_water,6.0,35.0,low_temp_emitters,214.95,18635.1,4.94,4.24,4392.7,0.0,1300.2,5840.5,77.7,34700.0,68.8,0.0
S00217,baseline,baseline,baseline,baseline,baseline,mvhr,none,ground_source,6.0,35.0,low_temp_emitters,242.21,20998.7,5.57,4.77,4401.1,0.0,1302.7,6581.3,80.2,33500.0,74.5,0.0
S00265,baseline,baseline,baseline,baseline,baseline,mvhr,external,ground_source,6.0,35.0,low_temp_emitters,242.21,20998.7,5.57,4.77,4401.1,0.0,1302.7,6581.3,80.2,35700.0,39.5,0.0
S02353,baseline,baseline,baseline,triple,deep,natural,external,air_to_water,6.0,35.0,low_temp_emitters,216.53,18771.7,4.98,4.24,4424.9,0.0,1309.8,5883.3,77.7,34700.0,56.5,0.0
S01057,baseline,baseline,baseline,double_low_e,baseline,mvhr,none,air_to_water,6.0,35.0,low_temp_emitters,217.01,18813.9,4.99,4.24,4434.9,0.0,1312.7,5896.6,77.7,32500.0,61.8,0.0
S01105,baseline,baseline,baseline,double_low_e,baseline,mvhr,external,air_to_water,6.0,35.0,low_temp_emitters,217.01,18813.9,4.99,4.24,4434.9,0.0,1312.7,5896.6,77.7,34700.0,26.8,0.0
S02785,baseline,baseline,improved,baseline,baseline,mvhr,none,air_to_water,6.0,35.0,low_temp_emitters,217.46,18853.0,5.0,4.24,4444.1,0.0,1315.4,5908.8,77.7,30500.0,92.5,0.6
S02833,baseline,baseline,improved,baseline,baseline,mvhr,external,air_to_water,6.0,35.0,low_temp_emitters,217.46,18853.0,5.0,4.24,4444.1,0.0,1315.4,5908.8,77.7,32700.0,57.5,0.0
S05665,baseline,moderate,baseline,baseline,improved,mvhr,none,air_to_water,6.0,35.0,low_temp_emitters,220.08,19079.4,5.06,4.24,4497.4,0.0,1331.2,5979.8,77.7,30000.0,111.5,0.6
S05713,baseline,moderate,baseline,baseline,improved,mvhr,external,air_to_water,6.0,35.0,low_temp_emitters,220.08,19079.4,5.06,4.24,4497.4,0.0,1331.2,5979.8,77.7,32200.0,76.5,0.0
S05497,baseline,moderate,baseline,baseline,improved,natural,none,ground_source,6.0,35.0,low_temp_emitters,248.95,21582.8,5.73,4.77,4523.5,0.0,1339.0,6764.4,80.2,30500.0,116.5,0.6
S05545,baseline,moderate,baseline,baseline,improved,natural,external,ground_source,6.0,35.0,low_temp_emitters,248.95,21582.8,5.73,4.77,4523.5,0.0,1339.0,6764.4,80.2,32700.0,81.5,0.6
S05641,baseline,moderate,baseline,baseline,improved,mev,external,ground_source,6.0,35.0,low_temp_emitters,248.95,21582.8,5.73,4.77,4523.5,0.0,1339.0,6764.4,80.2,35200.0,71.5,0.0
S01801,baseline,baseline,baseline,triple,baseline,natural,external,ground_source,6.0,35.0,low_temp_emitters,249.53,21632.6,5.74,4.77,4534.0,0.0,1342.1,6780.0,80.2,38700.0,23.2,0.0
S01897,baseline,baseline,baseline,triple,baseline,mev,external,ground_source,6.0,35.0,low_temp_emitters,249.53,21632.6,5.74,4.77,4534.0,0.0,1342.1,6780.0,80.2,41200.0,13.2,0.0
S10561,baseline,deep,baseline,baseline,baseline,mvhr,none,air_to_water,6.0,35.0,low_temp_emitters,223.51,19377.5,5.14,4.24,4567.7,0.0,1352.0,6073.2,77.7,29500.0,110.5,0.6
S10609,baseline,deep,baseline,baseline,baseline,mvhr,external,air_to_water,6.0,35.0,low_temp_emitters,223.51,19377.5,5.14,4.24,4567.7,0.0,1352.0,6073.2,77.7,31700.0,75.5,0.0
S06337,baseline,moderate,baseline,double_low_e,improved,natural,none,air_to_water,6.0,35.0,low_temp_emitters,223.75,19398.1,5.15,4.24,4572.5,0.0,1353.5,6079.6,77.7,29500.0,103.8,0.6
S06385,baseline,moderate,baseline,double_low_e,improved,natural,external,air_to_water,6.0,35.0,low_temp_emitters,223.75,19398.1,5.15,4.24,4572.5,0.0,1353.5,6079.6,77.7,31700.0,68.8,0.0
S08065,baseline,moderate,improved,baseline,improved,natural,none,air_to_water,6.0,35.0,low_temp_emitters,224.2,19437.1,5.16,4.24,4581.7,0.0,1356.2,6091.9,77.7,27500.0,134.5,0.6
S08113,baseline,moderate,improved,baseline,improved,natural,external,air_to_water,6.0,35.0,low_temp_emitters,224.2,19437.1,5.16,4.24,4581.7,0.0,1356.2,6091.9,77.7,29700.0,99.5,0.6
S00601,baseline,baseline,baseline,baseline,deep,natural,none,ground_source,6.0,35.0,low_temp_emitters,252.53,21892.7,5.81,4.77,4588.5,0.0,1358.2,6861.5,80.2,30000.0,112.8,0.6
S00649,baseline,baseline,baseline,baseline,deep,natural,external,ground_source,6.0,35.0,low_temp_emitters,252.53,21892.7,5.81,4.77,4588.5,0.0,1358.2,6861.5,80.2,32200.0,77.8,0.0
S00745,baseline,baseline,baseline,baseline,deep,mev,external,ground_source,6.0,35.0,low_temp_emitters,252.53,21892.7,5.81,4.77,4588.5,0.0,1358.2,6861.5,80.2,34700.0,67.8,0.0
S15553,moderate,baseline,baseline,baseline,baseline,natural,none,air_to_water,6.0,35.0,low_temp_emitters,225.03,19508.6,5.18,4.24,4598.6,0.0,1361.2,6114.3,77.7,26000.0,97.5,0.6
S15601,moderate,baseline,baseline,baseline,baseline,natural,external,air_to_water,6.0,35.0,low_temp_emitters,225.03,19508.6,5.18,4.24,4598.6,0.0,1361.2,6114.3,77.7,28200.0,62.5,0.0
S15697,moderate,baseline,baseline,baseline,baseline,mev,external,air_to_water,6.0,35.0,low_temp_emitters,225.03,19508.6,5.18,4.24,4598.6,0.0,1361.2,6114.3,77.7,30700.0,52.5,0.0
S05377,baseline,moderate,baseline,baseline,baseline,mvhr,none,air_to_water,6.0,35.0,low_temp_emitters,226.26,19615.9,5.2,4.24,4623.9,0.0,1368.7,6147.9,77.7,27500.0,92.5,0.6
S05425,baseline,moderate,baseline,baseline,baseline,mvhr,external,air_to_water,6.0,35.0,low_temp_emitters,226.26,19615.9,5.2,4.24,4623.9,0.0,1368.7,6147.9,77.7,29700.0,57.5,0.0
S02065,baseline,baseline,baseline,triple,improved,natural,external,air_to_water,6.0,35.0,low_temp_emitters,228.9,19844.5,5.26,4.24,4677.8,0.0,1384.6,6219.6,77.7,32700.0,42.2,0.0
S00889,baseline,baseline,baseline,double_low_e,baseline,natural,none,ground_source,6.0,35.0,low_temp_emitters,260.32,22568.9,5.99,4.77,4730.2,0.0,1400.1,7073.4,80.2,33000.0,66.8,0.0
S00937,baseline,baseline,baseline,double_low_e,baseline,natural,external,ground_source,6.0,35.0,low_temp_emitters,260.32,22568.9,5.99,4.77,4730.2,0.0,1400.1,7073.4,80.2,35200.0,31.8,0.0
S01033,baseline,baseline,baseline,double_low_e,baseline,mev,external,ground_source,6.0,35.0,low_temp_emitters,260.32,22568.9,5.99,4.77,4730.2,0.0,1400.1,7073.4,80.2,37700.0,21.8,0.0
S02617,baseline,baseline,improved,baseline,baseline,natural,none,ground_source,6.0,35.0,low_temp_emitters,260.77,22607.9,6.0,4.77,4738.4,0.0,1402.6,7085.7,80.2,31000.0,97.5,0.6
S02665,baseline,baseline,improved,baseline,baseline,natural,external,ground_source,6.0,35.0,low_temp_emitters,260.77,22607.9,6.0,4.77,4738.4,0.0,1402.6,7085.7,80.2,33200.0,62.5,0.0
S06961,baseline,moderate,baseline,triple,baseline,natural,external,air_to_water,6.0,35.0,low_temp_emitters,233.58,20249.8,5.37,4.24,4773.3,0.0,1412.9,6346.6,77.7,32700.0,41.2,0.0
S00319,baseline,baseline,baseline,baseline,improved,natural,none,ground_source,8.0,35.0,low_temp_emitters,264.9,22965.6,6.09,4.77,4813.4,0.0,1424.8,7197.7,80.2,29600.0,98.5,0.6
S00367,baseline,baseline,baseline,baseline,improved,natural,external,ground_source,8.0,35.0,low_temp_emitters,264.9,22965.6,6.09,4.77,4813.4,0.0,1424.8,7197.7,80.2,31800.0,63.5,0.0
S00463,baseline,baseline,baseline,baseline,improved,mev,external,ground_source,8.0,35.0,low_temp_emitters,264.9,22965.6,6.09,4.77,4813.4,0.0,1424.8,7197.7,80.2,34300.0,53.5,0.0
S03505,baseline,baseline,improved,double_low_e,baseline,natural,external,air_to_water,6.0,35.0,low_temp_emitters,235.57,20423.2,5.42,4.24,4814.2,0.0,1425.0,6400.9,77.7,32200.0,49.8,0.0
S05761,baseline,moderate,baseline,baseline,deep,natural,none,air_to_water,6.0,35.0,low_temp_emitters,236.58,20509.9,5.44,4.24,4834.6,0.0,1431.1,6428.1,77.7,24000.0,130.8,0.6
S05809,baseline,moderate,baseline,baseline,deep,natural,external,air_to_water,6.0,35.0,low_temp_emitters,236.58,20509.9,5.44,4.24,4834.6,0.0,1431.1,6428.1,77.7,26200.0,95.8,0.6
S05215,baseline,moderate,baseline,baseline,baseline,natural,none,ground_source,8.0,35.0,low_temp_emitters,269.58,23370.9,6.2,4.77,4898.3,0.0,1449.9,7324.8,80.2,29600.0,97.5,0.6
S05263,baseline,moderate,baseline,baseline,baseline,natural,external,ground_source,8.0,35.0,low_temp_emitters,269.58,23370.9,6.2,4.77,4898.3,0.0,1449.9,7324.8,80.2,31800.0,62.5,0.0
S05359,baseline,moderate,baseline,baseline,baseline,mev,external,ground_source,8.0,35.0,low_temp_emitters,269.58,23370.9,6.2,4.77,4898.3,0.0,1449.9,7324.8,80.2,34300.0,52.5,0.0
S01153,baseline,baseline,baseline,double_low_e,improved,natural,none,air_to_water,6.0,35.0,low_temp_emitters,239.7,20780.8,5.51,4.24,4898.5,0.0,1450.0,6513.0,77.7,27000.0,85.8,0.6
S01201,baseline,baseline,baseline,double_low_e,improved,natural,external,air_to_water,6.0,35.0,low_temp_emitters,239.7,20780.8,5.51,4.24,4898.5,0.0,1450.0,6513.0,77.7,29200.0,50.8,0.0
S01297,baseline,baseline,baseline,double_low_e,improved,mev,external,air_to_water,6.0,35.0,low_temp_emitters,239.7,20780.8,5.51,4.24,4898.5,0.0,1450.0,6513.0,77.7,31700.0,40.8,0.0
S02881,baseline,baseline,improved,baseline,improved,natural,none,air_to_water,6.0,35.0,low_temp_emitters,240.15,20819.9,5.52,4.24,4907.7,0.0,1452.7,6525.2,77.7,25000.0,116.5,0.6
S02929,baseline,baseline,improved,baseline,improved,natural,external,air_to_water,6.0,35.0,low_temp_emitters,240.15,20819.9,5.52,4.24,4907.7,0.0,1452.7,6525.2,77.7,27200.0,81.5,0.6
S00313,baseline,baseline,baseline,baseline,improved,natural,none,ground_source,6.0,35.0,low_temp_emitters,264.9,22965.6,6.09,4.77,4910.0,122.3,1453.4,7197.7,79.8,28000.0,98.5,1.4
S00361,baseline,baseline,baseline,baseline,improved,natural,external,ground_source,6.0,35.0,low_temp_emitters,264.9,22965.6,6.09,4.77,4910.0,122.3,1453.4,7197.7,79.8,30200.0,63.5,0.8
S00457,baseline,baseline,baseline,baseline,improved,mev,external,ground_source,6.0,35.0,low_temp_emitters,264.9,22965.6,6.09,4.77,4910.0,122.3,1453.4,7197.7,79.8,32700.0,53.5,0.8
S00193,baseline,baseline,baseline,baseline,baseline,mvhr,none,air_to_water,6.0,35.0,low_temp_emitters,242.21,20998.7,5.57,4.24,4949.8,0.0,1465.2,6581.3,77.7,25000.0,74.5,0.0
S00241,baseline,baseline,baseline,baseline,baseline,mvhr,external,air_to_water,6.0,35.0,low_temp_emitters,242.21,20998.7,5.57,4.24,4949.8,0.0,1465.2,6581.3,77.7,27200.0,39.5,0.0
S05473,baseline,moderate,baseline,baseline,improved,natural,none,air_to_water,6.0,35.0,low_temp_emitters,248.95,21582.8,5.73,4.24,5087.5,0.0,1505.9,6764.4,77.7,22000.0,116.5,0.6
S05521,baseline,moderate,baseline,baseline,improved,natural,external,air_to_water,6.0,35.0,low_temp_emitters,248.95,21582.8,5.73,4.24,5087.5,0.0,1505.9,6764.4,77.7,24200.0,81.5,0.6
S05617,baseline,moderate,baseline,baseline,improved,mev,external,air_to_water,6.0,35.0,low_temp_emitters,248.95,21582.8,5.73,4.24,5087.5,0.0,1505.9,6764.4,77.7,26700.0,71.5,0.0
S01777,baseline,baseline,baseline,triple,baseline,natural,external,air_to_water,6.0,35.0,low_temp_emitters,249.53,21632.6,5.74,4.24,5099.3,0.0,1509.4,6780.0,77.7,30200.0,23.2,0.0
S01873,baseline,baseline,baseline,triple,baseline,mev,external,air_to_water,6.0,35.0,low_temp_emitters,249.53,21632.6,5.74,4.24,5099.3,0.0,1509.4,6780.0,77.7,32700.0,13.2,0.0
S05209,baseline,moderate,baseline,baseline,baseline,natural,none,ground_source,6.0,35.0,low_temp_emitters,269.58,23370.9,6.2,4.77,5107.1,264.2,1511.7,7324.8,79.4,28000.0,97.5,1.4
S05257,baseline,moderate,baseline,baseline,baseline,natural,external,ground_source,6.0,35.0,low_temp_emitters,269.58,23370.9,6.2,4.77,5107.1,264.2,1511.7,7324.8,79.4,30200.0,62.5,0.8
S05353,baseline,moderate,baseline,baseline,baseline,mev,external,ground_source,6.0,35.0,low_temp_emitters,269.58,23370.9,6.2,4.77,5107.1,264.2,1511.7,7324.8,79.4,32700.0,52.5,0.8
S00577,baseline,baseline,baseline,baseline,deep,natural,none,air_to_water,6.0,35.0,low_temp_emitters,252.53,21892.7,5.81,4.24,5160.6,0.0,1527.5,6861.5,77.7,21500.0,112.8,0.6
S00625,baseline,baseline,baseline,baseline,deep,natural,external,air_to_water,6.0,35.0,low_temp_emitters,252.53,21892.7,5.81,4.24,5160.6,0.0,1527.5,6861.5,77.7,23700.0,77.8,0.0
S00721,baseline,baseline,baseline,baseline,deep,mev,external,air_to_water,6.0,35.0,low_temp_emitters,252.53,21892.7,5.81,4.24,5160.6,0.0,1527.5,6861.5,77.7,26200.0,67.8,0.0
S00031,baseline,baseline,baseline,baseline,baseline,natural,none,ground_source,8.0,35.0,low_temp_emitters,285.52,24753.6,6.57,4.77,5188.1,0.0,1535.7,7758.2,80.2,27100.0,79.5,0.0
S00079,baseline,baseline,baseline,baseline,baseline,natural,external,ground_source,8.0,35.0,low_temp_emitters,285.52,24753.6,6.57,4.77,5188.1,0.0,1535.7,7758.2,80.2,29300.0,44.5,0.0
S00175,baseline,baseline,baseline,baseline,baseline,mev,external,ground_source,8.0,35.0,low_temp_emitters,285.52,24753.6,6.57,4.77,5188.1,0.0,1535.7,7758.2,80.2,31800.0,34.5,0.0
S00865,baseline,baseline,baseline,double_low_e,baseline,natural,none,air_to_water,6.0,35.0,low_temp_emitters,260.32,22568.9,5.99,4.24,5320.0,0.0,1574.7,7073.4,77.7,24500.0,66.8,0.0
S00913,baseline,baseline,baseline,double_low_e,baseline,natural,external,air_to_water,6.0,35.0,low_temp_emitters,260.32,22568.9,5.99,4.24,5320.0,0.0,1574.7,7073.4,77.7,26700.0,31.8,0.0
S01009,baseline,baseline,baseline,double_low_e,baseline,mev,external,air_to_water,6.0,35.0,low_temp_emitters,260.32,22568.9,5.99,4.24,5320.0,0.0,1574.7,7073.4,77.7,29200.0,21.8,0.0
S02593,baseline,baseline,improved,baseline,baseline,natural,none,air_to_water,6.0,35.0,low_temp_emitters,260.77,22607.9,6.0,4.24,5329.2,0.0,1577.4,7085.7,77.7,22500.0,97.5,0.6
S02641,baseline,baseline,improved,baseline,baseline,natural,external,air_to_water,6.0,35.0,low_temp_emitters,260.77,22607.9,6.0,4.24,5329.2,0.0,1577.4,7085.7,77.7,24700.0,62.5,0.0
S00295,baseline,baseline,baseline,baseline,improved,natural,none,air_to_water,8.0,35.0,low_temp_emitters,264.9,22965.6,6.09,4.24,5413.5,0.0,1602.4,7197.7,77.7,20400.0,98.5,0.6
S00343,baseline,baseline,baseline,baseline,improved,natural,external,air_to_water,8.0,35.0,low_temp_emitters,264.9,22965.6,6.09,4.24,5413.5,0.0,1602.4,7197.7,77.7,22600.0,63.5,0.0
S00439,baseline,baseline,baseline,baseline,improved,mev,external,air_to_water,8.0,35.0,low_temp_emitters,264.9,22965.6,6.09,4.24,5413.5,0.0,1602.4,7197.7,77.7,25100.0,53.5,0.0
S00289,baseline,baseline,baseline,baseline,improved,natural,none,air_to_water,6.0,35.0,low_temp_emitters,264.9,22965.6,6.09,4.24,5507.0,122.3,1630.1,7197.7,77.4,19500.0,98.5,1.4
S00337,baseline,baseline,baseline,baseline,improved,natural,external,air_to_water,6.0,35.0,low_temp_emitters,264.9,22965.6,6.09,4.24,5507.0,122.3,1630.1,7197.7,77.4,21700.0,63.5,0.8
